BOD,name,count(nameGiven)
1977-12-29,"James Richard,Jack Eugene",2
1978-01-04,"Christopher Odell,William Jose",2
1978-01-20,"Christopher Peter,John Joseph",2
1978-01-26,"Andres Yungo,Esteban,Steve",3
1978-01-27,"Pierre Luc,Angel Maria",2
1978-02-01,"Erick R.,Dustin Michael",2
1978-02-06,"Adam Jason,Stephen Michael",2
1978-02-10,"Cedrick Jerome,Ruben Amaury",2
1978-02-24,"Steven Alexander,Larry Dewayne",2
1978-03-01,"Kenneth Eugene,Kristopher Shane",2
1978-03-21,"Jeffrey Michael,Cristian",2
1978-04-15,"Milton Obelle,Timothy Hugh",2
1978-05-13,"Ryan Adrien,Barry William",2
1978-05-15,"Guillermo Segundo,Clayton John",2
1978-05-17,"John Norman,Carlos Felipe",2
1978-05-23,"Christopher Keith,Michael Vela,Scott Allen",3
1978-05-24,"David Joseph,Bradley Wayne",2
1978-05-25,"Michael,Travis Wade",2
1978-06-20,"Kevin Marschall,Robert Michael",2
1978-06-22,"Anthony Michael,William Charles",2
1978-06-25,"Aramis,Luke Brandon",2
1978-06-29,"Trey Alan,Joseph Steven",2
1978-07-19,"Yorvit Adolfo,Stephen Douglas",2
1978-08-04,"Jonathan David,Lucas Gale",2
1978-08-08,"Alexis de Jesus,Brian Lee",2
1978-08-18,"Kevin Thomas,Matthew Davis",2
1978-08-19,"Eude Ezequiel,Christopher Frank",2
1978-08-20,"Christopher Keith,Thomas John",2
1978-08-21,"Lee Mathew,Jason Scott",2
1978-08-30,"Clifton Phifer,Todd Allen",2
1978-09-06,"Frank J.,Alexander Jose",2
1978-10-15,"Juan Carlos,Joshua Wayne",2
1978-11-04,"John William,Carmen Salvatore",2
1978-11-09,"Todd Douglas,Jason Wayne",2
1978-11-17,"Darnell Tyrone,Valentino Martin",2
1978-11-18,"Wilkin Chal,Timothy Robert",2
1978-11-25,"Joseph Edward,Zachary Daniel",2
1978-12-06,"Christopher Joseph,Jason Patrick",2
1978-12-17,"Chase Cameron,Alexander",2
1978-12-19,"Andrew Lee,Charles Vincent,Mark Anthony,Marshall James",4
1979-01-03,"Michael Jerome,Rosman Jose,Carlos Luis",3
1979-02-07,"Eliezer Jesus,Humberto Figueroa,Jonathan David",3
1979-02-08,"Ryan Delbert,Aaron Lane",2
1979-02-09,"Akinori,Michael Timothy",2
1979-02-11,"Eric,Christopher Eugene",2
1979-02-24,"Brian James,Dennis Lee",2
1979-03-03,"John Clark,Jorge Dandys",2
1979-03-12,"Felix Eduardo,David Aaron",2
1979-03-31,"Joshua Thomas,Charles Nelson",2
1979-04-07,"Adrian,Danny E.",2
1979-04-08,"Dane Kealoha,Jeremy",2
1979-04-16,"Justin Ray,Justin Morgan",2
1979-04-23,"Richard Charles,Henry Jay,Carlos",3
1979-05-01,"Brandon Allen Falker,Joseph Carl",2
1979-05-23,"John Floyd,Kirk Craig,Cesar Antonio",3
1979-05-25,"James Lewis,Christopher Ryan",2
1979-06-06,"Jeremy David,Jesus",2
1979-06-13,"Cory Jerome,Benjamin Howard",2
1979-06-20,"Scott Robert,Cory Wade",2
1979-07-31,"Andrew William,Jason Joseph",2
1979-08-02,"Colby Preston,Humberto,Matthew Paul",3
1979-08-10,"Daniel Ryan,Brandon James",2
1979-08-13,"Donald Corey,Roman Benedicto,Jon Michael",3
1979-08-15,"Roberto,Ryan Dean",2
1979-08-20,"Cory,Franklyn Benjamin",2
1979-08-23,"Prentice Montezz,Christopher William",2
1979-08-27,"Thomas Christian,Andrew Elias",2
1979-08-29,"David Andrew,Ryan Nelson,Eduardo Enrique",3
1979-08-30,"Scott Daniel,Luis Wilfredo",2
1979-08-31,"Timothy,Ramon D.,Clayton Allen,Shane A.",4
1979-09-05,"Ryan Adam,Clifford Paul",2
1979-09-07,"Brian Alexander,Nathan Raymond Quinn",2
1979-09-16,"Christopher Coleman,Robert John",2
1979-09-18,"Kevin Deshawn,William Henry",2
1979-09-19,"Andrew Richard,Leonard Edward",2
1979-09-29,"Joseph William,David Shelley",2
1979-10-17,"Gilbert Arnulfo,John Wayne",2
1979-10-21,"Khalil Thabit,Gabriel Jordan,Stephen Robert,Timothy Floyd",4
1979-10-23,"Ramon Alfredo,Robert Allan",2
1979-10-25,"Jeremy Scott,Anthony Dale",2
1979-11-07,"Juan Ramon,William",2
1979-11-09,"David Thomas,Adam Troy",2
1979-11-19,"John-Ford David,Ryan James",2
1979-11-28,"Michael Alan,Exavier Prente",2
1979-12-19,"Raymond Payne,Rafael",2
1980-01-15,"Jeffrey Darrin,Matthew Thomas",2
1980-01-16,"Jose Alberto,Brooks Litchfield",2
1980-01-17,"Thomas Joseph,Michael Gregory",2
1980-01-20,"Franklyn Miguel,Luis",2
1980-01-26,"Brandon Edward,Antonio Miguel",2
1980-02-04,"Stephen John,Douglas",2
1980-03-11,"Richard Joseph,Daniel Cooley,Christopher Allen",3
1980-04-25,"Kazuhito,Michael Gregory",2
1980-05-18,"Juan Ramon,Luis Enrique",2
1980-05-22,"Ruddy Joraider,Chad Austin",2
1980-07-02,"Jermaine Russell,Nyjer Jamid",2
1980-07-15,"Reginald Damascus,Jung Keun,Christopher Anthony,Nickolas Donald",4
1980-07-21,"Kyuji,Carsten Charles",2
1980-07-25,"Shawn Willis,Santiago",2
1980-08-08,"Craig Andrew,Joseph Buren",2
1980-08-16,"Ryan Michael,Benjamin Anthony",2
1980-08-17,"Christopher Myron,Brett Allen,Michael Patrick,Jeffrey Allen",4
1980-08-23,"Patrick Martin,Marcus Andre",2
1980-08-28,"Ryan Michael,Theodore Lester",2
1980-08-30,"Russ Moore,Roberto",2
1980-09-12,"Sean Patrick,Kevin Grant,Maicer",3
1980-09-19,"Ryan Alan,Raymond Lee",2
1980-09-28,"Francisco Alberto,Christopher Neil",2
1980-09-29,"Miguel,Amos Dewon",2
1980-10-19,"Jose Antonio,Rajai Lavae",2
1980-10-21,"Troy Patrick,Jonathan Thomas",2
1980-10-30,"Michael James,Laynce Michael",2
1981-01-08,"Daniel Gerome,Jeffrey William,Derek Ryan",3
1981-01-13,"Jose Francisco,Darrell Wayne",2
1981-01-20,"John David,Freddy Antonio",2
1981-01-26,"Juan Manuel,Joshua David",2
1981-02-04,"Benjamin John,Thomas Raymond",2
1981-02-16,"Sergio Armando,Jerry Lee",2
1981-02-18,"Alexis Israel,Alex Eleazar",2
1981-02-21,"Adam Daniel,Tsuyoshi",2
1981-02-24,"Paul Michael,Robert McClure",2
1981-03-23,"Anderson,Tony Francisco",2
1981-04-02,"Michael Howard,Brian David",2
1981-04-08,"Brian James,Matthew Lee",2
1981-04-09,"Andrew James,Dennis Scott,Christopher Michael",3
1981-04-28,"Yoslan,Shawn Richard,Chad Roque",3
1981-05-08,"Alfredo,John Kevin",2
1981-05-28,"Daniel Alberto,Leonel",2
1981-05-31,"Rainer Gustavo,Jacob Edward",2
1981-06-02,"Chin-hui,Levi Jared",2
1981-06-03,"Richard Lambert,Munenori",2
1981-06-21,"Garrett Thomas,Jeffrey Glen",2
1981-07-12,"Phillip Anthony,Samuel Franklin",2
1981-08-03,"Travis Charlton,Felix Antonio",2
1981-08-13,"Michael Cory,Randall Jerome",2
1981-08-31,"Ramon Emilio,Dennis Anthony",2
1981-09-10,"Kameron David,James Connor",2
1981-09-21,"Scott Adam,William Henry",2
1981-09-25,"Rocco Dan,Jason Chris",2
1981-10-17,"Edwin,Richard Brett",2
1981-10-24,"Beltran Ogilbio,Omar",2
1981-10-31,"Jared Linn,Michael Anthony",2
1981-11-05,"Merkin R.,Jarrett George",2
1981-12-14,"Angel Moises,Shaun Michal",2
1981-12-15,"Angel Manuel,Luis Anibal",2
1981-12-20,"Christopher Gregg,James Anthony",2
1981-12-26,"Alvin Enrique,Omar Rafael,Dustin Aaron",3
1982-01-06,"Brian Michael,Scott Robert",2
1982-01-07,"Brayan Eduardo,Francisco Jose",2
1982-01-12,"Christopher Thomas,Dontrelle Wayne",2
1982-01-15,"Melvin A.,Armando Antonio",2
1982-01-31,"Yuniesky,Bradley Joseph",2
1982-02-22,"Kelly Andrew,Adalberto",2
1982-02-24,"Gustavo Eduardo,Robert Nicholas,Joseph Adam",3
1982-03-15,"Juan Carlos,Steven Nash",2
1982-03-18,"Jose Carlos,Chad Patrick",2
1982-03-24,"Dustin Michael,Heath Michael,Jon Corey,Robinson Garcia",4
1982-04-10,"Kristopher Colt,Christopher Charles,Andre Everett",3
1982-05-03,"Robert Glenn,Nicholas Lee",2
1982-05-07,"Conor Sims,Luis Antonio",2
1982-05-25,"Jason James,Bradley Michael",2
1982-05-26,"Joseph Steven,Carlos M.",2
1982-06-11,"Joshua Paul,Robert Griffin",2
1982-06-22,"Jason Louis,Ian Michael",2
1982-06-30,"Mitchell William,Delwyn Rudy",2
1982-07-13,"Yadier Benjamin,Shin-Soo",2
1982-07-15,"Ryan Scott,Fernando Alexis",2
1982-07-20,"Jacob Quirin,Jason Douglas",2
1982-08-08,"Donald Hassett,Curtis Ross,Matthew Benjamin",3
1982-08-10,"Joshua Aaron,Jeffrey Michael",2
1982-08-28,"Carlos Jose,Randy David",2
1982-09-02,"Jason Aaron,Rommie Lee,Wes Avi",3
1982-09-16,"Ramon A.,Michael Gabriel,William Christopher",3
1982-09-17,"Sean Richard,Daniel Christopher",2
1982-09-28,"Micah Burton,Hector C.",2
1982-10-03,"Matthew Earl,Brett Michael",2
1982-10-04,"Anthony Keith,Ryan Keith,Jered David",3
1982-10-12,"Paul Ryan,Casey Michael",2
1982-10-14,"Jerry Bienvenido,Carlos Agustin",2
1982-10-22,"Carlos Ephriam,Brian Joseph,Robinson Jose,Darren Christopher",4
1982-10-28,"Anthony Allen,Jeremy Allen",2
1982-10-30,"Jonathan,Manuel Alex,Anderson Mejia",3
1982-11-04,"Travis Jarred,Evan Alan,Christopher Paul",3
1982-12-16,"Christopher Daniel,Ivan G.",2
1982-12-17,"Juan Manuel,Joshua LaRoy",2
1982-12-27,"Christopher Paul,Michael Ray",2
1982-12-29,"Bradley Edward,Kevin Richard",2
1982-12-31,"Ronald J.,Julio Cesar",2
1983-01-09,"Brandon Kyle,Freddy",2
1983-01-20,"Geovany,Matthew James",2
1983-01-27,"Gavin Christopher,Michael Justin",2
1983-02-02,"Ronny Alexander,Jason Matthew",2
1983-02-08,"Burke Heinrich,Sebern Chase,Mauro Edward",3
1983-02-20,"Jose Guillermo,Justin Brooks",2
1983-02-22,"Casey John,Javier Arturo,Brian Matthew,Charles Edward,Daniel James",5
1983-02-26,"Joseph A.,Jose Ariel,Francisco",3
1983-02-28,"Jeffrey Warren,Trent Carl Wayne,Timothy Craig",3
1983-03-07,"Andres Apolonio,Taylor Mark",2
1983-03-08,"Mark Robert,Christopher Raymond",2
1983-03-10,"Donald Rex,Steven Daniel",2
1983-03-16,"Rusty Allen,Stephen Oris,Brandon Paul",3
1983-03-18,"Andrew Michael,Craig B.",2
1983-03-24,"Chad Edward,Devon Eugene",2
1983-04-01,"William Daniel,John Berton",2
1983-04-06,"Thomas Nicklaus,Bronson Kiheimahanaomauiakeo",2
1983-04-08,"Robert Louis,Eric Scott,Christopher Domenic",3
1983-04-13,"Steven Wayne,Hunter Andrew",2
1983-04-14,"Adam William,Jeffrey Philip",2
1983-04-18,"Alberto Ramon,Jose Miguel,Michael Richard",3
1983-04-19,"Joseph Patrick,Curtis Barnard,Alberto Jose,Zachary Thomas",4
1983-04-25,"Juan Miguel,Garrett Lee,James Phillip",3
1983-05-12,"Blake Thomas,John Edward,Evan David",3
1983-05-13,"Zachary Thomas,Clay W.",2
1983-05-28,"Humberto A.,Cory Nathaniel",2
1983-05-30,"Jairo Manuel,Jae Kuk",2
1983-06-07,"Mark Christopher,Douglas Alan",2
1983-06-10,"Radhames Corey,Matthew Bryan",2
1983-06-29,"Pedro,Michael LaDon",2
1983-07-07,"Brandon Patrick,Luke,Robert Joseph",3
1983-07-09,"Robert Mehmet,Miguel Angel",2
1983-07-12,"Tony Marcel,Howard Joseph",2
1983-07-17,"Adam Alan,Steven Edward",2
1983-07-19,"Timothy Charles,Wilton",2
1983-08-17,"Dustin Luis,James Benjamin,James Tyler",3
1983-08-21,"Jesse David,Jeffrey Burton",2
1983-08-24,"Brett M.,Thomas Alan",2
1983-08-30,"Christopher Ryan,Michael Robert",2
1983-09-05,"Jeffrey Allen,Christopher Brandon",2
1983-09-09,"John Rhyne,Edwin,Alexander Rafael,Michael A.,Hiram Kyle",5
1983-09-10,"Joseph Daniel,Lance Michael",2
1983-09-19,"Charles Wallis,John Edward,Joseph Neal,Robinzon",4
1983-10-05,"Alexi,Felipe Adolfo",2
1983-10-21,"Casey Michael,Donald Zachary,Andy Manuel",3
1983-10-27,"Brent Aaron,Martin Manuel",2
1983-11-10,"Brian Adam,Ryan Brent",2
1983-11-14,"Guillermo Alejandro,Michael Clete",2
1983-11-17,"Nicholas William,Scott Alanboyd,Ryan Joseph,Trevor Thornton",4
1983-12-21,"John Claiborn,Taylor Hill",2
1983-12-22,"Blake Jonathan,Gregory Thomas",2
1984-01-06,"Anthony Thomas,James Richard",2
1984-01-07,"Carlos Fernando,Jonathan Tyler",2
1984-01-08,"Jeffrey Braden,Kevin Joseph",2
1984-01-14,"Michael Alan,Erick Johan",2
1984-02-10,"Alex Jonathan,Luis Alfonso",2
1984-02-15,"Mitchell Thomas,Nathan John",2
1984-02-27,"Anibal Alejandro,Jose Rafael,Scott William,Keiunta Denard",4
1984-03-09,"Craig N.,Elliot Tyler",2
1984-03-12,"Jose Juan,Eulogio",2
1984-04-11,"Andres Eloy,Alejandro Alberto",2
1984-04-19,"Ambiorix,Jesus Andres",2
1984-04-26,"Shawn Andrew,Brian Scott",2
1984-04-28,"Romulo Ignacio,Pedro Michel",2
1984-04-29,"William John,Cesar",2
1984-05-04,"Kevin Michael,Samuel R.",2
1984-05-09,"Chase Jordan,Prince Semien",2
1984-05-10,"Kameron Kraig,Edward Jose",2
1984-05-18,"David Christopher,Joakim Agustin",2
1984-06-12,"Rogearvin Argelo,Kyle William",2
1984-06-15,"Timothy LeRoy,Clifton Randolph",2
1984-06-26,"Luis Armando,Elijah David",2
1984-07-11,"Jonathan Michael,Yorman Michael",2
1984-07-15,"Anthony Paul,Brandon Paul",2
1984-07-26,"Brandon John,Kevin Martin",2
1984-07-27,"Tsuyoshi,Maxwell M.",2
1984-07-29,"Chad Ryan,Mark Alan",2
1984-08-02,"Luke Trevor,Konrad Albert",2
1984-08-03,"Matthew Ryan,German,Sergio Luis",3
1984-08-15,"Tyson Colby,Jarrod Martel,Christopher Michael",3
1984-09-08,"Robert James,Robert Allen",2
1984-09-14,"Robert Jonathan,Joshua Stephen",2
1984-09-21,"Carlos,Joaquin",2
1984-09-24,"Scott Alexander,Rafael",2
1984-09-25,"Victor J.,Michael John",2
1984-09-28,"Thad G.,Ryan Wallace",2
1984-10-01,"Christopher Dalton,Matthew Thomas",2
1984-10-02,"Oswaldo Ramses,Matthew Paul",2
1984-10-13,"Hayden Andrew,Steven James",2
1984-10-19,"Joshua Aubry,James Zell,Travis Jay",3
1984-10-21,"Daniel Ray,Jose Manuel",2
1984-11-03,"Jonathan Alejandro,Brandon Lee",2
1984-11-06,"Ricardo,Atahualpa O.",2
1984-11-23,"Robert,Justin Matthew,Casper Charles",3
1984-12-15,"Robert Cole,James Robert",2
1984-12-26,"Brett Allen,Darin Burton",2
1985-01-17,"Randall Jai,Chad Lee,Emmanuel Allen",3
1985-01-20,"Fabio Enrique,Luis Manuel",2
1985-01-24,"Niuman Jose,John James",2
1985-02-01,"Colin Benedict,Elian",2
1985-02-20,"Vincent William,Ryan Joseph",2
1985-03-02,"David Stefan,Richard Brandon",2
1985-03-04,"Michael Charles,Cory Robert",2
1985-03-09,"Jesse Allen,Brian William",2
1985-04-03,"Michael Melton,Luis M.",2
1985-04-05,"Lastings Darnell,Ian Kenneth",2
1985-04-08,"Juan de Dios,Matthew Antonio",2
1985-04-10,"Clayton Grant,Jonathan",2
1985-04-15,"John William,Aaron Steven",2
1985-05-02,"Jarrod Scott,Jose Eleazar",2
1985-05-23,"Matthew Hagerty,Michael Glen",2
1985-05-25,"Eric Orlando,Brad Eric",2
1985-05-26,"Lance Frederick,Kevin John",2
1985-05-30,"Noel Fernando,Anthony Michael",2
1985-07-19,"Evan Lee,Ernesto",2
1985-07-21,"Wei-Yin,Robert Davis",2
1985-08-01,"Adam La Marque,Cole A.",2
1985-08-08,"Blake Daniel,Deunte Raymon",2
1985-08-12,"Zachary Warren,Jhonatan",2
1985-08-14,"Esmil Antonio,Christopher Andrew",2
1985-08-20,"Blake Robert,Matthew Donald",2
1985-08-22,"Ryan Robert,Sandy",2
1985-08-24,"Anthony Yoel,Christian J.",2
1985-08-26,"Eric Joseph,Darin Paul,David Taylor",3
1985-09-03,"Christopher Lars,Troy Jamieson",2
1985-09-10,"Matthew Ryan,Anthony Ray,Neil Martin",3
1985-09-14,"Delmon Damarcus,Brandon Ryan",2
1985-09-17,"Gregory Joseph,Eric William,Brian James",3
1985-09-20,"Kevin Robert,Ian M.",2
1985-09-25,"Bradley Steven,Patrick Bowen",2
1985-09-30,"Daniel Roger,James Robert,Daniel Weston",3
1985-10-01,"Mitchell Shane,Darren Scott,Jeremy Michael",3
1985-10-07,"Evan Michael,Kristopher Allen",2
1985-10-17,"Jose,Carlos Eduardo",2
1985-10-31,"Andrew B.,Luis Javier",2
1985-11-20,"Gregory Scott,Charles Joseph",2
1985-11-26,"Corey Allen,Matthew Martin,Jhonny J.",3
1985-12-04,"Andrew Warren,Carlos Argelis",2
1985-12-08,"Joshua Adam,Robert D.",2
1985-12-21,"Matthew Steven,Brian Patrick",2
1986-01-16,"Mark Daniel,Reid Michael",2
1986-01-24,"Andrew Lee,Cole Tyler,Franklin Miguel",3
1986-01-28,"Brandon Eric,Nathan Andrew",2
1986-01-30,"Nicholas R.,Jordan Patrick,Mark Elliot",3
1986-02-01,"Kristopher David,Justin Ryan",2
1986-02-12,"Brandon Durell,Todd B.",2
1986-02-15,"Johnny,Fautino",2
1986-02-27,"Yovani,James R.",2
1986-03-06,"Jacob Joseph,Francisco,Ross Emery",3
1986-03-28,"Bradley Mark,Stephen James",2
1986-04-08,"Felix Abraham,Edward Cory,Carlos",3
1986-04-11,"Charles Roderick,Russell Michael",2
1986-04-20,"Jesse Ray,Donovan Jay",2
1986-04-28,"Dillon Kyle,Daniel Ross",2
1986-05-10,"Luke Webber,Matthew P.",2
1986-05-14,"Jackson Thomas,Efren",2
1986-05-22,"Eric Sidney,Collin Brannen",2
1986-06-06,"Collin Thomas,Junichi",2
1986-06-15,"Trevor Patrick,Sean Edward",2
1986-06-18,"Caleb Martin,Steven R.",2
1986-06-26,"Michael Thomas,Louis Glenn",2
1986-07-02,"Brett Aarion,Rene Michael",2
1986-07-24,"Miguel A.,Scott T.",2
1986-07-27,"Elih Christopher,Ryan Edward",2
1986-08-11,"Colby Ryan,Pablo Emilio",2
1986-08-16,"Martin Benjamin,Sefat Farid Yu",2
1986-08-18,"Arnoldi Anthony,Andrew Raymond,James Evan",3
1986-08-26,"Xavier,Luis Alfredo,Brett Alexander",3
1986-09-04,"Jordan James,Michael Christopher",2
1986-09-11,"Kyle Nathaniel,Andrew Burton",2
1986-09-12,"Kyle Edward,Stevenson Nathaniel",2
1986-09-23,"Christopher Kenneth,Miguel Alfredo",2
1986-09-27,"Vincent Michael,Matthew David",2
1986-10-05,"Jeffrey Thomas,Tanner B.",2
1986-10-08,"Adron Lamar,Erik Randall",2
1986-10-09,"David Edward,Chaz Daniel,Derek Lane",3
1986-10-22,"Justin Michael,Christopher Patrick",2
1986-10-27,"Jonathon Joseph,Pedro",2
1986-11-10,"Eric Allyn,Aaron James",2
1986-11-13,"Joshua Lee,Wade A.,Juan Carlos,Bryan Cole",4
1986-12-10,"Matthew Terry,Pedro Alexander",2
1986-12-16,"Bryan Douglas,Alcides",2
1987-01-07,"Kyle Jordan,Brandon",2
1987-01-17,"Jeffrey Ryan,Tanner Ross",2
1987-01-21,"Brandon Michael,Chase Jonathan,Jacob Tanner,Joshua Michael,Roger Keith",5
1987-01-26,"Hector,Jemile Nykiwa",2
1987-01-29,"Jose Dariel,Alexander Thomas",2
1987-01-30,"Luis Amado,Tyler Michael",2
1987-01-31,"Melquisedec,Caleb John",2
1987-02-01,"Austin Jarriel,Joseph Edward",2
1987-02-06,"Pedro Manuel,Travis A.",2
1987-02-12,"David Fletcher,Argenis Jose",2
1987-02-13,"Ryan J.,Henry Alexander,Curtis,Ryan Keith",4
1987-02-22,"Carlos Angel,Thomas Samuel",2
1987-02-25,"Henry Alberto,Andrew Steven,Phillip Andrew",3
1987-03-24,"Joshua Alexander,Lucas Lester",2
1987-03-25,"Hyun-jin,Kirby Kali",2
1987-04-03,"Jason Michael,Jay Allen",2
1987-04-04,"Odrisamer,Cameron Keith",2
1987-04-08,"Yonder,Jeremy Robert",2
1987-04-21,"Brenton Andre,Ryan Scott",2
1987-05-15,"David Lee,Michael Charles,James Brian",3
1987-05-24,"Blake Aaron,Henry",2
1987-06-15,"Eduardo Michelle,Jacob David,Joshua William",3
1987-06-18,"Jason Michael,Jack Burdett,Taylor F.",3
1987-06-24,"Juan Ramon,Samuel Douglas",2
1987-06-30,"Ryan William,Stephen Cole",2
1987-07-03,"Joseph Casey,Steven Zachary McGuire",2
1987-07-08,"Mason Reed,Christian Louis Patrick,Joshua Isaiah",3
1987-07-10,"Johnny Arthur,Gregory Alexander,Jermaine Antwann",3
1987-07-17,"Leonel Enrique,Nicholas John",2
1987-07-26,"Alex James,Vidal Vicente",2
1987-08-04,"David Jose,Hiram Alexis",2
1987-08-07,"Kirk Robert,Argelis Rafael,Ryan Cole",3
1987-08-10,"Wilson Abraham,Matthew G.",2
1987-08-25,"Justin Irvin,Adam Parrish,Justis Logan",3
1987-08-26,"Ryan David,Gregory Anthony",2
1987-09-01,"Sean Daniel,Trayvon Andrew Dwayne,David Lee",3
1987-09-07,"Rusney,Gorkys Gustavo",2
1987-09-23,"Gonzalez German,Xavier Ladel",2
1987-09-25,"Lars Eric,Vance Richard",2
1987-09-27,"Grant Thomas,David E.",2
1987-09-28,"Nicholas,Derrick Lamar,Gerald Robert",3
1987-10-10,"Adrian,Elvin",2
1987-10-23,"Felix Antonio,Kyle Benjamin",2
1987-11-01,"Steven A.,Don Atley,Anthony Edward",3
1987-12-08,"Zachary Taylor,Kyle Jordan,Alexander Jesus",3
1987-12-09,"Pedro A.,Adam Robert,Mathew A.",3
1987-12-18,"Rudy C.,Rex Coleman",2
1987-12-22,"Zachary Grant,Stephen Chadwick",2
1987-12-23,"Jordany V.,Tyler Patrick",2
1988-01-02,"Aaron James,Eric Anthony",2
1988-01-29,"Michael P.,Hyun Choi",2
1988-02-02,"Travis James,Bradley J.",2
1988-02-26,"Dustin Michael,Hector Luis",2
1988-03-05,"William Joseph,Hector Alexis",2
1988-03-11,"Pedro Alberys,Vincent Michael",2
1988-04-09,"Simon,Thomas Anthony",2
1988-04-10,"Christopher L.,Christopher Paul",2
1988-04-11,"Christopher Ryan,Peter Michael",2
1988-05-07,"Samuel Isaac,Osvaldo",2
1988-05-20,"Carlos Luis,Jorge Anthony",2
1988-05-27,"Bradley George,Garrett Thomas",2
1988-05-28,"Lester Jesus,Justin James,Craig Michael",3
1988-06-09,"Zachary M.,Joseph William",2
1988-06-19,"Devin Douglas,Jacob Anthony",2
1988-06-30,"Jeffrey Gilbert,Blake M.",2
1988-08-12,"Jhan Carlos,Jake Austin,Jose Nicolas",3
1988-08-16,"Justin Scott,Juan Carlos",2
1988-08-26,"Elvis Augusto,Mario Eduardo Lemus",2
1988-08-27,"Michael George,Adam Joseph",2
1988-08-31,"Matthew James,Caleb Charles",2
1988-09-08,"Chance Kraig,Alejandro",2
1988-09-09,"William Scott,Joseph T.",2
1988-09-24,"James Steven,Moises,Hunter Drew",3
1988-09-28,"Gary Allen,Cameron Arthur",2
1988-10-03,"Philip David,Michael John",2
1988-10-12,"Nicholas James,Jose Antonio",2
1988-10-20,"August C.,Michael Ryan",2
1988-11-22,"Thomas Andrew,Austin Allen",2
1988-12-12,"Juan Habisail,Michael Joseph",2
1988-12-23,"Audris Joel,Roberto",2
1988-12-27,"Frederick Alfred,Addison Devon",2
1988-12-30,"Andrew James,Bryce Everett",2
1989-01-17,"Taylor J.,Dario Rafael,Blake William",3
1989-02-10,"Liam Johnson,Travis E.",2
1989-02-16,"Eduardo Nazareth,John Walter",2
1989-03-10,"Tyler Andrew,Dayan",2
1989-03-31,"Josmil Oswaldo,Alfredo",2
1989-05-22,"John Drake,McKenzie Corey",2
1989-06-14,"Chase Coleman,Hector",2
1989-07-19,"Luis Armando,Patrick A.",2
1989-07-20,"Matthew,Kevin Ryan",2
1989-08-08,"Greg Joseph,Anthony Vincent",2
1989-08-21,"Ehire Enrique,Timothy Michael",2
1989-09-05,"Zachary Butler,John Nicholas",2
1989-10-02,"Chad Dennis,Aaron Michael",2
1989-11-10,"Michael Blair,Matthew W.",2
1989-11-13,"Lane Weston,Carlos David",2
1990-01-05,"Christopher John,Jose Antonio",2
1990-01-21,"Jose Altagracia,Joseph Andrew",2
1990-02-09,"Henry Alejandro,Randall Enrique",2
1990-03-22,"Brett Edward,Andrew John",2
1990-03-27,"Junior Osvaldo,Jacob Todd",2
1990-04-12,"Edgar,Burch Taylor",2
1990-04-18,"Evan Patrick,Henderson Javier,Anthony James",3
1990-04-19,"Jackie,Brian A.",2
1990-05-30,"Eury Eduardo,Zachary Harrison",2
1990-06-06,"Anthony Michael,Tyler James",2
1990-06-17,"Matthew D.,Andrew Gregory",2
1990-06-30,"Jesus Alexander,Cody James",2
1990-08-07,"Carter Lewis,Jose Alfredo",2
1990-10-10,"Kolten Kaha,Shelby Charles",2
1990-10-19,"Jordan Horton,Tyler Alexander",2
1991-03-18,"Jacob Tyler,Leury",2
1991-03-26,"Michael Anthony,Matthew Glen,Hernan Alejandro",3
1991-04-16,"Steven Francis,Nolan James",2
1991-05-09,"Oswaldo Celestino,Ian A.",2
1991-06-08,"Terrance J.,Roy Emilio",2
